Video1, Video2, Simulated_Score
155988,173432,28.936409
155988,3155,17.922087
155988,28984,17.734152
155988,625793,16.881578
155988,151573,15.128986
155988,631671,19.92802
155988,28984,19.592823
155988,3155,17.928314
155988,625793,16.881578
155988,61831,12.393207
