VideoName,VideoNumber,Plays,Tags,
Vakantieattracties voor de jeugd in Wonderland,151879,12,Eindhoven;vakantie,
Feestelijke intocht der nieuwe klokken binnen de St. Trudo-parochie,151916,10,Eindhoven,
Atletiekwedstrijden NAV,155656,6,Eindhoven;sport,
Carnaval in het Rembrandt Theater,155714,12,Eindhoven,
Voetbalwedstrijd PSV - Velocitas,155738,10,Eindhoven;sport,
Rubywedstrijd,155841,6,Eindhoven;sport,
Controle van de wijzerplaat,155863,11,Eindhoven,
Criterium,155885,5,Eindhoven;sport,
Kerstmis 1938: jeugdige zangertjes zingen kerstliederen in de kerk,155922,11,Eindhoven,
Burgemeester houdt zijn intocht,155955,8,Eindhoven,
Motorterreinwedstrijden,155978,8,Eindhoven;sport,
Weer een verkeersobstakel op de weg Eindhoven - Den Bosch verdwenen,155988,12,Eindhoven,
Handboogwedstrijd Nederland - België,159704,8,Eindhoven;sport,
Watersportweek,160041,10,Eindhoven;water;sport,
Zaalhockeytoernooi,160067,3,Eindhoven;sport,
Kattenshow,160092,9,Eindhoven;huisdieren,
Gulle paaseierenactie voor de jeugd,160133,5,Eindhoven,
Speciale jubileum filmopname Karel I fabr.,160161,11,Eindhoven,
Miljoenenbrand,160268,10,Eindhoven,
Nieuwe vorm van autoslopen,160881,8,Eindhoven,
Dameszaalhandbalwedstrijd Nederland - Duitsland,164293,5,Eindhoven;sport,
Eef Kamerbeek opnieuw kampioen tienkamp,164411,4,Eindhoven;sport,
Zeilwagenrace,164436,3,Eindhoven,
Nationale Military met cross en steeplechase,164463,7,Eindhoven,
Zelfbouw bij Philips,164535,11,Eindhoven,
Demonstraties kunstrijden op rolschaatsen,164676,10,Eindhoven;sport,
Cross kampioenschappen in Best,164916,7,Eindhoven;sport,
Straaljager neergestort in Eindhovense wijk,164945,10,Eindhoven,
Uniek wijkcentrum "'t Karregat",164993,5,Eindhoven,
Gezin van 18 personen emigreert naar Australië,165043,11,Eindhoven,
PSV landskampioen,165057,6,Eindhoven;sport,
Het Europees tweelingencongres in Oirschot,165084,7,Eindhoven,
Mechanisatie infanterie,165114,10,Eindhoven,
Terrasflats; nieuwe vorm,61831,23,Eindhoven;wonen,
Almelo: om het kampioenschap van Nederland,72766,12,Eindhoven;sport,
Elektrificatie van het spoorwegnet; het Miljoenenlijntje weer voor passagiersvervoer opengesteld,128724,17,Eindhoven;spoorwegen,
Spaanse vluchtelingen in ons land,9813,25,Eindhoven;vluchtelingen;culturele diversiteit;Roosendaal,
Machines van Philips komen uit Duitsland terug,77572,28,Eindhoven;industrie en productie,
Geweldige fabrieksbrand waarbij Commandant het leven liet,656671,1,Eindhoven;Eindhoven*,
Prestatierit naar Parijs en terug,656718,1,Eindhoven;Eindhoven*,
Voetbalwedstrijd Zuid-Nederland - Luxemburg,656789,1,Eindhoven;sport;voetbal;Eindhoven*,
Carnaval in het Rembrandt Theater,656818,1,Eindhoven;feest;Eindhoven*;carnaval,
Voetbalwedstrijd PSV - Velocitas,656848,1,Eindhoven;sport;voetbal;wedstrijd;Eindhoven*,
Minister Deckers bezoekt Hotel Royal,656871,0,Eindhoven;Eindhoven*,
Rugbywedstrijd,656890,1,Eindhoven;sport;rugby;wedstrijd;Eindhoven*,
Demonstratie met de nieuwste terreintrekker,656921,0,Eindhoven;demonstratie;Eindhoven*,
Criterium,656936,1,Eindhoven;sport;wielrennen;Eindhoven*,
De nieuwe Fokker G-1,656971,1,Eindhoven;vliegtuig;Eindhoven*,
Speciale jubileum filmopname Karel I fabr.,657007,1,Eindhoven;feest;Eindhoven*,
Wielercriterium,657184,0,Eindhoven;sport;wielrennen;Eindhoven*,
Feestelijke intocht der nieuwe klokken binnen de St. Trudo-parochie,657204,0,Eindhoven;feest;Eindhoven*,
Demonstraties met pantserwagens,657233,0,Eindhoven;demonstratie;Eindhoven*,
Hevige windvlaag teistert de stad,657250,0,Eindhoven;storm;ramp;Eindhoven*,
St. Nicolaas in ons land,657264,0,Eindhoven;Sinterklaas;Eindhoven*,
Gildefeesten,657313,0,Eindhoven;feest;Eindhoven*,
Zwemles voor baby's van 4 maanden,1465,15,water,
Noodlanding oefening helicopters,2235,20,water,
Zwemonderricht aan kleuters,997,19,water;jeugd,
Waterprocessie,717,21,water;religie,
De spoorlijn over de Moerdijk weer geheel hersteld,1577,28,water;Watersnoodramp 1953,
Europese kampioenschappen roeien op de Amstel,1703,28,water;sport,
De nationale zwemkampioenschappen in het De Mirandabad in Amsterdam,1237,23,water;sport,
Zwemsport met wipplanken,1391,19,water,
Dertigjarig jubileum van de zwemvereniging het IJ,1563,25,water;sport,
Internationaal torenspringen,2053,30,water;sport,
Iedere soldaat zwemmer,619,30,water,
Politie zwemfeest,1535,12,water,
Wedloop naar zee ter opening van het badseizoen,759,10,water,
Ons drinkwater bedreigd door toenemende vervuiling van rivieren,1095,21,water,
Nederlandse deskundigen bouwen mee aan watervoorzieningsprojekten,1507,12,water,
Wandelen op waterschoenen over kanaal en meren,1223,22,water,
Het redden van vee in het overstroomde gebied,1969,19,water,
Zalmvisserij,2067,28,water,
Overstroming,605,35,water,
Zuiderzeewerken,1419,36,water;Zuiderzee;Noord-Holland,
Kijkjes in het Sportfondsen natuurbad,1279,17,water,
Wolkbreuk,2123,32,water,
Nederland waterland,2681,20,water,
Nederland onder water,1039,21,water,
Versterking van ons inundatiegebied,1123,15,water,
Onze marine kustwacht,2375,29,water,
Het waterloopkundig laboratorium,1689,35,water,
Met de Marine Jeugdstorm op het water,1829,30,water,
Nieuws uit Indonesië: waternood en watersnood,689,30,water;Indonesië;jaarthema 2010,
Internationale kanotocht dwars door Nederland,1843,10,water,
Aan het strand reddingsdemonstraties in zee,1619,19,water,
Nederlands oudste stoomgemaal exit,563,34,water,
De schipbreuk van de 'Faustus' bij Hoek van Holland,1405,36,water;storm,
Lage waterstand der rivieren belemmert de scheepsvaart,2403,21,water,
75-jarig bestaan van Artis aquarium,2165,21,water;natuur,
Het haringseizoen is begonnen,1377,28,water,
Elfde nationale 2km zwemtocht over de Waddenzee,773,26,water;sport,
Nederland smacht naar regen,2869,18,water,
De regen kwam,2361,26,water,
Hoog water brengt ongerief op vele plaatsen,1801,20,water,
Padvinderswaterkamp,2347,14,water,
Valken en regenbogen zeilen in de Sneekweek,1363,24,water,
Hengelseizoen geopend,1675,6,water,
Hoogwater in Midden- en Zuid Nederland,2039,23,water,
Hoog water belemmert scheepvaartverkeer,801,21,water,
Zoetwater uit zeewater,1109,10,water,
Kunstzwemmen onder en boven water,1433,22,water,
Per watertandem naar Texel,2095,15,water,
150 reddingsjaren KNZHRM,1025,23,water,
Internaat voor schipperskinderen,10453,24,water;onderwijs,
IJsbrekers (1930),19408,37,water,
Minister Reymer opent de nieuwe keersluis,26207,33,water;Vlissingen;Zeeland,
Scheldewedstrijd,26231,37,water;Vlissingen;Zeeland,
De Scheldebeker zwemwedstrijden,26349,24,water;Vlissingen;Zeeland,
Zes jaar na de stormvloed,26368,37,water;Vlissingen;Watersnoodramp 1953;Zeeland,
Nieuwe veerpont Vlissingen-Breskens in gebruik genomen,26402,35,water;Vlissingen;Zeeland,
Tewaterlating van de 'Willem Ruys',26509,36,water;Vlissingen;Zeeland,
Tentenkamp Ockenburgh na slagregens leeggestroomd,27298,31,water;Typisch Nederlands,
Bezoek van het Koninklijk Instituut Ingenieurs aan de Zuiderzeewerken,27389,34,water;Zuiderzee;Typisch Nederlands;Noord-Holland,
Urk is geen eiland meer,27585,37,water;Typisch Nederlands;Urk,
Dijkdoorbraak,27756,35,water;Typisch Nederlands,
Walcheren komt droog,28645,22,water;Walcheren;Zeeland,
Vissersvlootrevue t.g.v. ANVV congres,28591,20,water;Vlissingen;Zeeland,
Poolse duikboot van stapel gelopen,28609,34,water;Vlissingen;Zeeland,
Voorschip van de "War Diwan" bij Vlissingen gelicht,28683,38,water;Vlissingen;Zeeland,
Stremming in de vaart,28817,30,water;Vlissingen;Zeeland,
Zweedse ertstanker "Vittangi" bij Vlissingen aan de grond,28809,27,water;Vlissingen;Zeeland,
Gestrande tanker,28908,23,water;Zeeland,
Mosselen zaaien op het wad,28874,18,water;voeding;Zeeland,
Manoeuvres van de Koninklijke Nederlandse Marine,28984,28,water,
Visserijdagen,43757,24,water;Noord-Holland,
Vlootdagen,43780,32,water;Den Helder;Noord-Holland,
Jopie Waalberg behaalt twee wereldrecords,72735,28,water;sport;watersport,
Officiele opening van het Twentekanaal,78199,18,water;industrie en productie,
Zeilwedstrijden,80339,23,water,
Wadlopen naar Schiermonnikoog,80428,21,water,
Finjollen en Flying Dutchmen bekampen elkaar op de Loosdrechtse Plassen,80510,20,water;sport,
Vlaggetjesdag op Urk,80529,28,water;Urk,
Verspringen met polsstok,80631,25,water;sport,
De 325ste verjaardag van de Schermerpolder,80661,11,water;platteland,
Nederlands grondgebied groeit,80708,27,water,
De tweede Traversée d'Amsterdam voor kano's,80959,22,water;sport,
De haringvloot gereed voor de jacht,81019,17,water;voeding,
Roeitocht door de Amsterdamse grachten,81072,20,water;sport,
De haringvloot kiest weer zee,81238,20,water,
Noodweer veroorzaakt wateroverlast,119697,15,water;Hilversum,
Alle water is geen drinkwater,122181,15,water;onderwijs;onderwijsfilm,
Giethoorn,122308,16,water;onderwijs;onderwijsfilm,
Onder de Brandaris,122582,14,water;natuur;onderwijs;onderwijsfilm,
Zoetwatervisserij,122957,14,water;onderwijs;onderwijsfilm,
"Varen op schaal" in het Scheepsbouwkundig Proefstation,139360,5,water;scheepvaart;Wetenschap en onderzoek,
Onthulling van het monument Marine en Wetenschap,140244,12,water;Den Helder;Wetenschap en onderzoek,
Professor Veraart neemt regenproeven,140389,9,water;Wetenschap en onderzoek,
In Katwijk worden de golven gemeten,141346,10,water;Wetenschap en onderzoek,
Nieuw zeegangslaboratorium in Wageningen,141321,11,water;Wageningen;Wetenschap en onderzoek,
Demonstratie onkantelbare reddingsboot,149096,11,water;uitvindingen,
Overstroming,654705,1,water,
Nieuw stuntwereldrecord op het water,654995,1,water;stunt,
Nieuws uit Indonesië: de conferentie van Malino,1661,35,geschiedenis;Indonesië;jaarthema 2010;malino conf,
Nieuws uit Indonesië: aankomst van commissie generaal; onthulling van een monument op de begraafplaats Antjol te Batavia,969,35,geschiedenis;Indonesië;jaarthema 2010,
Dr. Mohammed Hatta vertrekt weer naar Indonesië,1773,30,geschiedenis;Indonesië;jaarthema 2010,
Opening van de Nieuw Guinea conferentie,1493,28,geschiedenis;Indonesië;jaarthema 2010;politiek,
Voorbereidingen voor de eerste vlucht van ruimte-vliegtuig 'Enterprise',1335,23,geschiedenis,
Nieuws uit Indonesië: opheffing van het KNIL,6701,37,geschiedenis;Indonesië;jaarthema 2010,
Kerstviering 1958,2521,14,religie,
Laatste dag van de zevenjaarlijkse Heiligdomsvaart,2960,27,religie,
St. Rosafeesten,3017,25,religie,
300jarig bestaan van de hoofdsynagoge,2645,17,religie,
Toogdag van de Nederlandse Hervormde Kerk,3269,14,religie,
Tentoonstelling 'Goden en demonen van Tibet',2747,21,religie;kunst,
Dominee bouwt zelf een kerk,2478,8,religie,
Kerstsfeer in de RK kerk,2499,7,religie,
Nieuwe bijbelvertaling gereedgekomen,2931,12,religie,
Viering van het einde van de islamitische vasten,3121,10,religie;Indonesië;jaarthema 2010,
St. Bonifatius bedevaart naar Dokkum,2661,19,religie,
Uitreiking van de 10.000ste bijbel in het rampgebied,2702,17,religie;Watersnoodramp 1953,
De Heiligdomsvaart 1955,3032,17,religie,
Plechtige bevestiging van opperrabijn Schuster in Amsterdam,2818,23,religie,
75 jaar stille omgang in Amsterdam,2998,10,religie,
Nieuws uit de West,3140,23,religie;Suriname en de Nederlandse Antillen,
Bisschop van Roermond opent 'noodkist van St. Servaas',2552,32,religie,
Tommy Lee Osborn predikt in Den Haag,3067,37,religie,
Congres van Jehova's Getuigen in Amsterdam,2732,31,religie,
De wereld van de bijbel,2855,10,religie,
Joods paasfeest,2718,15,religie,
Museum vol heiligenbeelden,3155,19,religie,
De laatste in ons land levende begijntjes,3223,29,religie,
Congres van Jehova-Getuigen,2778,32,religie,
Schoonmaken en restaureren van veldkruisen,3208,8,religie,
Opening van het eerste islamitische gebedshuis in ons land,3053,25,religie;culturele diversiteit;gastarbeiders,
Het kerstverhaal in de beeldende kunst,11038,28,religie;kunst,
Tentoonstelling 'Het leven van boeddha in de kunst',11384,22,religie;kunst,
Pontificale rouwdienst voor paus Pius XII,11541,24,religie,
Broedergemeente,12396,24,religie;Suriname en de Nederlandse Antillen,
Massaal Graal spreekkoor,13571,31,religie,
Paasviering in Twente,14545,16,religie,
Broedergemeente,653549,1,religie;Suriname en de Nederlandse Antillen,
Open Nederlandse kampioenschappen short-track op de schaatsen,8771,19,sport,
Turninternaat Papendal onder de loep; Nationaal Kampioenschap voor meisjes,8878,30,sport,
Tafeltennis-interland Nederland-China,8926,28,sport,
Sport: paardenrennen,9104,17,sport,
De Tour de France 1954,9141,34,sport,
Verrassende voetbalzege in Düsseldorf,9166,19,sport,
Open Nederlandse Golfkampioenschappen,9306,17,sport,
Voetbalwedstrijd Holland-België,9680,18,sport,
Wat is handbal?,9604,24,sport,
De 10e Elfstedentocht,9549,25,sport,
Sportdemonstraties,9579,27,sport,
Ski-kampioen Jan Boon demonstreert op Duinrell,9938,22,sport;winter,
Jaarlijkse nationale veldrit voor wielrenners,9892,17,sport,
Sportwedstrijd van de SS und Polizeisportgemeinschaft Niederlände,10224,21,sport,
Zesstedenwedstrijd gewichtheffen,10067,22,sport,
Internationaal politie sporttoernooi,10349,4,sport,
Tennisopleiding voor de Nederlandse jeugd,10283,21,sport,
Schaken om de wereldtitel,10428,23,sport,
Amsterdamse Sportweek 1949,10581,16,sport,
Internationale kaatswedstrijden,10557,35,sport,
Nieuw sportpark geopend,10620,13,sport,
Honkbalwedstrijd Nederland-België,10717,29,sport,
Vijftig jaar korfbal in ons land,10835,16,sport,
Universitaire sportweek,10864,22,sport;onderwijs,
Training van het Nederlandse waterpoloteam voor het toernooi om de Trofeo d'Italia,10984,19,sport,
Sportdag voor oorlogsinvaliden te Doorn,11110,15,sport,
Voetbalwedstrijd Nederland - België (1-0),11230,27,sport,
Jeugd Olympische Spelen 1955,11306,18,sport;Enschede,
Spectaculaire eindstrijd om de nationale turntitel voor dames,11428,16,sport,
De 'Harlem Globetrotters' in Scheveningen,11508,22,sport,
Amsterdamse scholieren schoppen het ver,11595,14,sport,
Nieuw sportcentrum voor studenten,11621,21,sport,
Opblaasbare sporthal in Amsterdam,11795,24,sport,
100 jaar lichamelijke opvoeding,11847,33,sport;onderwijs,
Trampoline kampioenschappen,11927,9,sport,
Snelwandelkampioenschap,11956,16,sport,
Clubkampioenschappen schermen,12000,11,sport,
Volleybal Nederland-Albanië,12156,10,sport,
Jumping Amsterdam 2e lustrum,12180,10,sport,
Zesdaagse,12443,21,sport,
Uniek tennis-centrum,12516,9,sport,
IJshockey Nederland - Roemenië,12588,17,sport,
Wereldkampioenschappen schaatsen,12611,12,sport,
Sport instuif voor het hele gezin,12632,14,sport,
Rugby Nederland - Zuid-Afrika,12820,24,sport,
Judo kampioenschappen,12841,21,sport,
Brandingzeilen: spectaculaire sport,12919,15,sport,
Kijkje achter de schermen van de Voetbal-Toto,12970,16,sport,
Internationale marathon in de omgeving van Enschede,13092,17,sport,
Sportwedstrijd tussen Hitlerjugend en Jeugdstorm,14239,27,sport,
Internationaal wielercriterium,26273,21,sport;Vlissingen;Zeeland,
27ste boulevardloop in Vlissingen,26461,22,sport;Vlissingen;Zeeland,
De 2e voetballoze zondag,49287,17,sport;winter,
Schoonrijden voor dames om de Olga Schiffelers beker,49379,23,sport;winter,
Nationale schaatskampioenschappen,51377,26,sport;winter,
Kaleidoscoop van de winter: Nederlandse schaatskampioenschappen,51585,18,sport;winter,
Skateboardwedstrijden,55958,19,sport,
Wielerzesdaagse op hometrainers,55989,15,sport,
Derk Thijs wint nationale titel windsurfing,56019,24,sport,
Honkbalweek,56046,16,sport,
Amstel Gold wielerrace,56075,17,sport,
Jeugdkampioenschap badminton,56112,22,sport,
Internationaal squashtournooi,56142,13,sport,
Persoonlijke kampioenschappen beugelen in Stramproy,56206,15,sport,
Taekwondo-wedstrijd tussen Nederland en Zuid-Korea,56237,20,sport,
Twentse bergbeklimmers,56268,12,sport,
Opzienbarende cricketmatch,56301,29,sport,
Nationale kanokampioenschappen,56417,8,sport,
Waterskiën op de Bosbaan,56449,23,sport,
Polsstokspringen in Winsum,56483,14,sport,
Nederlandse floretkampioenschappen,56537,8,sport,
Frans spel in Nederland,56577,10,sport,
Hockey Nederland - West-Duitsland,56606,17,sport,
Training Olympische voetballers,56634,9,sport,
De TT-races in Assen,56674,27,sport,
Nationale midgetgolfkampioenschappen,56712,11,sport,
Modernste kegelhuis van Nederland,56740,8,sport,
Rugbywedstrijd AAC - Bank of England,56766,12,sport,
Internationale basketbalontmoeting,56796,10,sport,
Finale zaalhandbal Aalsmeer - Blauw Wit,56834,15,sport,
Handboogswedstrijd Nederland - België,56890,10,sport,
Nieuw materiaal uit Amerika voor onze honkballers,56934,23,sport,
Om het wereldkampioenschap dammen,56969,12,sport,
Krachtsportwedstrijden "Hercules",57000,19,sport,
Varsity op de Bosbaan,57032,14,sport,
Vangtennis in de Apollohal,57095,10,sport,
Concours hippique,57128,9,sport,
Robijns wint voor de derde maal het wereldkampioenschap,57157,14,sport,
Grasbaanraces,57231,22,sport,
Pushballwedstrijd,57264,27,sport,
Bouw van het stadion,57296,20,sport,
Cross country van de Koninklijke Militaire Sport Vereniging,57329,17,sport,
Arnhem heeft een nieuw stadion,30668,27,sport;Madurodam,
Tilburg: om het hockeykampioenschap van Nederland VHC - HDM (1-2),72599,22,sport,
Nederlands Hockeykampioenschap eindigt met 0-0,72633,20,sport,
De jaarlijkse Hockeydag,72657,21,sport,
Elfstedentocht,72713,28,sport;winter,
Om het voetbalkampioenschap van Nederland ADO - AGOVV,72791,18,sport,
Het sportseizoen in volle gang: paardenrennen - schermen - tennis - wielrennen - zeilen,72887,12,sport,
Drie wielerkampioenen op de wielerbaan,72911,12,sport,
Sportwedstrijden bij de NJS,73363,22,sport,
Hockeywedstrijd Nationale Jeugdstorm en Bund Deutscher Mädel,73389,28,sport,
Gemengde hockeydag van HOC,73438,15,sport,
Hockeywedstrijden van de Nationale Jeugdstorm,73461,24,sport,
Wedstrijden van het Nederlands Handbalverbond,73507,25,sport,
Wielerwedstrijden achter grote motoren,73532,20,sport,
Technische dag van de Nederlandse Voetbalbond; West wint van Oost (5-2),73557,4,sport,
Om het voetbalkampioenschap van Nederland; VUC wint van de Volewijckers,73596,12,sport,
Nationale zwemkampioenschappen,73628,10,sport,
Jaarlijkse concours hippique,73676,11,sport,
Cauberg criterium,73653,12,sport,
Harddraverijen,73729,15,sport,
Nationale tenniskampioenschappen,73769,11,sport,
Oefenseizoen voor atletiek geopend,73882,13,sport,
Wielerwedstrijden om het nationale kampioenschap op de weg,73947,15,sport,
Scheveningen: tenniskampioenschap van Nederland,73972,12,sport,
Handbal kersttoernooi,74025,21,sport,
De Elfstedentocht 1947,79722,19,sport;winter,
Dirk Oosterveer demonstreert staaltjes van golftechniek,30179,36,sport;Madurodam,
Strijd om Nederlands voetbalkampioenschap beslist,80752,19,sport,
De Nederlands schaatskampioenschappen,80906,19,sport;winter,
De voetbalwedstrijd Nederland - Zwitserland in het Olympisch stadion: 1-2,80993,15,sport,
Voetbalkampioen Haarlem 1946,81326,15,sport,
Schaatswedstrijden,81554,19,sport;winter,
Eerste(?) veldloopdag in Nederland,85033,15,sport;vrouwen,
Afstandsrit voor dames,85090,15,sport;vrouwen,
Ringen om Amsterdam 2011,85321,10,sport,
Damesvoetbal,85387,24,sport;vrouwen,
Wielerkampioenschap voor dames,85478,22,sport;vrouwen,
Finale wereldschaaktournooi voor dames landenteams,85534,17,sport;vrouwen,
Damesvoetbalwedstrijd,85595,22,sport;vrouwen,
Dames bosloop in de omgeving van Kraantje Lek,85697,21,sport;vrouwen,
Damesvoetbalwedstrijd,86219,27,sport;vrouwen,
Cricketwedstrijd voor dames,86255,17,sport;vrouwen,
Josephine Baker op de wielerbaan,91123,22,sport;podiumkunsten,
8ste AVRO-cross,119485,8,sport;Hilversum,
AVRO-cross een succes,119513,13,sport;Hilversum,
Damesturnen Nederland-Oostenrijk,119566,12,sport;Hilversum,
Draverijen in Hilversum,119596,14,sport;Hilversum,
Go-Ahead wordt kampioen van Nederland,119624,13,sport;Hilversum,
Onze Olympische kampioen weer thuis: de intocht van Nel van Vliet,119721,11,sport;Hilversum,
St. Nicolaas courses,119842,10,sport;Hilversum,
Demonstratie van trainingstoestel voor voetballers,149271,2,sport;uitvindingen,
Estafette in het Vondelpark,613558,2,sport;Vondelpark,
Jaarlijkse Vondelpark estafette,613631,2,sport;Vondelpark,
Schoolvoetbal in de vakantie,637772,2,sport;jeugd;spel en vermaak,
Examens van de vereniging tot Bevordering van Harmonische Lichaamsontwikkeling,638108,2,sport;spel en vermaak;examen,
Expositie ''Sport en spel in de Oudheid'',638813,3,sport;jeugd;spel en vermaak,
Jeugdige tennisspelers krijgen speciale training,647754,1,sport;jeugd;tennis,
Bezoek aan een dames biljart club,647946,1,sport;emancipatie;filmtrucage,
36ste vierdaagse,647982,1,sport;wandelen;vierdaagse,
Jubileum kegelwedstrijden,648014,1,sport;filmtrucage;kegelen,
Cycle Speedway maakt zijn debuut in ons land,649488,1,sport;fiets,
Eerste Nederlandse skateboardbaan geopend,649744,1,sport;jeugd,
Mini stockcar racing om de nationale en de wereldtitel,649770,1,sport;curiosa,
Tafeltennis voor de jeugd,650249,1,sport,
''Helden op sokken'' door Drenthe,650616,1,sport;curiosa,
