Tag,VideoName,VideoNumber,Plays,Total Videos,
platteland,Voorjaar op de boerderij,63499,21,42,
platteland,Hinderlijke blokkades op verkeersknooppunten door boerenopstand,63528,14,42,
platteland,30.000 boeren demonstreren tegen regeringsbeleid,63557,23,42,
platteland,Boeren getroffen door aanhoudende regen,63590,14,42,
platteland,Aardappelverwerkingsbedrijf,80120,14,42,
platteland,Keuring van Fries stamboekvee in Leeuwarden,80610,22,42,
platteland,De 325ste verjaardag van de Schermerpolder,80661,11,42,
platteland,Ploegdemonstratie,81580,15,42,
platteland,Koeien naar de wei,81658,27,42,
platteland,Paas-koeien,81693,16,42,
platteland,Demonstratie fraismachine,81774,16,42,
platteland,Het dorp,123818,15,42,
platteland,Het dorp,123830,16,42,
platteland,De volautomatische ploeg,149391,13,42,
Aalsmeer,Aalsmeer Bloemencorso 1966,46502,15,6,
Aalsmeer,Aalsmeer kwekersdorp,70711,18,6,
Aalsmeer,Aalsmeer winterbeelden 1966 1967,72489,22,6,
Aalsmeer,Grootste bloemenveiling ter wereld,43281,20,6,
Aalsmeer,Bloemencentrum,44893,26,6,
Aalsmeer,Aalsmeer Watersport jaren '60,70740,17,6,
Video Vortex,Video Vortex,70605,7,30,
Video Vortex,VideoVortex #3 16.Mehmet Ali Koksal,47540,10,30,
Video Vortex,VideoVortex #3 15.Dan Oki,47525,10,30,
Video Vortex,VideoVortex #3 14.Gülsen Bal,47510,15,30,
Video Vortex,VideoVortex #3 12.Ba?ak ?enova,47466,8,30,
Video Vortex,VideoVortex #3 11.Sarah Kesenne,47447,15,30,
Video Vortex,VideoVortex #3 10.Michael Verdi,47432,3,30,
Video Vortex,VideoVortex #3 9.Andreas Haugstrup Pedersen,47419,4,30,
Video Vortex,VideoVortex #3 8.Martin Koplin,47395,11,30,
Video Vortex,VideoVortex #3 7. Michael Liegel,47366,5,30,
Video Vortex,VideoVortex #3 6.Vera Tollman,47351,21,30,
Video Vortex,VideoVortex #3 5.Sabine Niederer,47329,4,30,
Video Vortex,VideoVortex #3 4.Kylie Jarret,47315,6,30,
Video Vortex,VideoVortex #3 3.Dominic Pettman,47302,4,30,
Video Vortex,VideoVortex #3 2.Aras Özgün,47289,28,30,
Video Vortex,VideoVortex #3 1.Andreas Treske,47264,3,30,
Video Vortex,Politietraining video remix,72306,14,30,
Video Vortex,Back to Nature,72335,11,30,
Video Vortex,Car Race Mashup,72371,21,30,
Video Vortex,Fashionable Soccer Animals,72396,10,30,
Video Vortex,Opvallen op de fiets,72423,10,30,
Video Vortex,Tigerblood,72450,9,30,
Video Vortex,Snow Works,84635,9,30,
Video Vortex,Men vs women,84664,11,30,
Video Vortex,Deer Hunter,84724,9,30,
Video Vortex,Relief,84761,8,30,
Video Vortex,A night out in Amsterdam,84790,13,30,
Video Vortex,Animal farm,84824,18,30,
Video Vortex,Words connect,84857,16,30,
Video Vortex,The race,84942,13,30,
Mode en beauty,Het topmodel van 1971,70814,27,42,
Mode en beauty,Hoe ontstaat een fotoreportage over mode,70841,19,42,
Mode en beauty,Situatie in de schoenindustrie,70864,15,42,
Mode en beauty,Miss Holland,70893,22,42,
Mode en beauty,Miss Holland 1930,70921,22,42,
Mode en beauty,Nieuwe zomerhoeden,70951,15,42,
Mode en beauty,Mej. Griet Lueskes vijftig jaar barbierster,70986,20,42,
Mode en beauty,Vervaardiging van het bruidstoilet voor HKH Prinses Juliana,71089,20,42,
Mode en beauty,De nieuwste haarmode,71115,25,42,
Mode en beauty,Het kostuum onzer voorouders,71139,20,42,
Mode en beauty,Zilvervossenfarm in de omgeving van Amerongen,71163,15,42,
Mode en beauty,De Franse tentoonstelling 'Mode als spiegel der historie' in het Stedelijk Museum,71192,20,42,
Mode en beauty,Show van antieke en moderne sieraden,71218,13,42,
Mode en beauty,Eerste show van modeschoeisel,71231,17,42,
Mode en beauty,Demonstratie van Franse schoonheidsspecialist,71292,17,42,
Mode en beauty,Efficiencydag voor kleermakers,71377,7,42,
Mode en beauty,Modemanifestatie Show de la Hollande,71406,26,42,
Mode en beauty,Bontparade door de straten van Amsterdam,71432,20,42,
Mode en beauty,Opleiding van mannequins en fotomodellen,71469,22,42,
Mode en beauty,De haarmode 1956,71503,26,42,
Mode en beauty,De 21ste Amsterdamse Fashion Week,71534,20,42,
Mode en beauty,Oma's jurken onder de hamer,71562,12,42,
Mode en beauty,Euro Fashion voor jonge ontwerpers,71594,25,42,
Mode en beauty,Miss Luchtvaart,71620,25,42,
Mode en beauty,Jubileum modevakschool,71954,18,42,
Mode en beauty,Wereldkapconcours in Amsterdam,71932,27,42,
Mode en beauty,Halve finale Miss Bril,71978,25,42,
Mode en beauty,Kappers krullen te Rotterdam,72000,30,42,
Mode en beauty,Modinette-manifestatie in Amsterdam,72026,15,42,
Mode en beauty,Weg met de droogkap,72076,30,42,
Mode en beauty,Zomermode van Frank Govers,2319,14,42,
Mode en beauty,Mode,31819,34,42,
Mode en beauty,Skimode voor en na,49134,25,42,
Mode en beauty,Modeshow,72120,11,42,
Mode en beauty,Nieuwe schoenenmode,72142,27,42,
Mode en beauty,Verkiezing Miss Bril,72163,29,42,
Mode en beauty,Mode van de Nederlandse katoenindustrie,72177,16,42,
Mode en beauty,Nieuws uit Suriname: schoonheidswedstrijd,58496,29,42,
Mode en beauty,Nieuwste strand- en badpakken,2193,29,42,
Mode en beauty,Jeugd zomermode,913,23,42,
Mode en beauty,Modieuze regenkleding voor het komend seizoen,493,36,42,
Mode en beauty,Fashion week 1951,613745,7,42,
industrie en productie,Traditionele kaasmarkt inspireert tot bezoek aan kaasfabrieken en pakhuizen,27338,28,53,
industrie en productie,Op bezoek bij industrie en ambacht,14324,21,53,
industrie en productie,Kroketten aan de lopende band,13318,29,53,
industrie en productie,Ambassadeurs van de jeugd maken kennis met de Nederlandse industrie,13279,22,53,
industrie en productie,Van slak tot steenwol,43938,20,53,
industrie en productie,Vervaardiging van punaises,13717,29,53,
industrie en productie,Carillon kondigt werkpauze aan,14528,25,53,
industrie en productie,Honderd jaar activiteit,74104,14,53,
industrie en productie,Faillissementsverkoping Nederhorst Staal,74153,14,53,
industrie en productie,Kamerleden op bezoek bij de Nederlandse industrie,74176,19,53,
industrie en productie,Plaatwellerij Velsen,74332,27,53,
industrie en productie,Zoutwinning in ons land en haar toepassingen,74438,23,53,
industrie en productie,Fabricageproces van kleurpotloden,74462,25,53,
industrie en productie,Begrafenis D.W. Stork,74513,22,53,
industrie en productie,Opening gasbuizenfabriek,77321,11,53,
industrie en productie,Amerikaanse gezant bezoekt de Fokker-fabrieken,77364,20,53,
industrie en productie,Officiële opening der Zevenmijls,77390,10,53,
industrie en productie,Hervatting textielarbeid,77423,13,53,
industrie en productie,Opening Ford-fabrieken,77464,25,53,
industrie en productie,Het omhooghijsen van een accumulator van duizend kilogram,77496,7,53,
industrie en productie,Drukte in de speelgoedindustrie,77532,25,53,
industrie en productie,Machines van Philips komen uit Duitsland terug,77572,28,53,
industrie en productie,Persexcursie naar de delfstofgebieden: zoutwinning in Boekelo; olieboringen bij Coevorden; raffinaderijen in Pernis,77623,23,53,
industrie en productie,40 jaar Brons motoren,77655,27,53,
industrie en productie,Vakbeurs voor goederentransport,77770,12,53,
industrie en productie,Eemshaven officieel geopend,77796,5,53,
industrie en productie,Patates frites bakkerij,77828,18,53,
industrie en productie,Brand bij Sikkens,77858,27,53,
industrie en productie,Opening ketelfabriek,77890,11,53,
industrie en productie,Opening veevoederfabriek,77922,21,53,
industrie en productie,Opening fabriek voor geprefabriceerde woningen,77952,16,53,
industrie en productie,Overslagbedrijf in Amsterdam,77990,17,53,
industrie en productie,Synthetische rubberfabriek,78018,23,53,
industrie en productie,Het loog er niet om,78050,15,53,
industrie en productie,Industrie-vakbeurs,78099,8,53,
industrie en productie,Wereldnieuws: Nederlandse globe industrie legt haar kaarten op tafel,78141,23,53,
industrie en productie,Aankomst van Henry Ford II,78168,19,53,
industrie en productie,Officiele opening van het Twentekanaal,78199,18,53,
industrie en productie,Overdracht van de eerste in Nederland gebouwde electrische locomotief,78250,28,53,
industrie en productie,Het bezoek van de kamerleden aan de Nederlandse Industrieën,78331,15,53,
industrie en productie,Oud papier voor nieuw,78357,17,53,
industrie en productie,Fabricage van autobanden,78385,24,53,
industrie en productie,Minister van den Brink opent nieuwe chemische fabrieken,78462,10,53,
industrie en productie,60 jaar Philips,79040,24,53,
industrie en productie,Doortrekking van het Twente-Rijnkanaal naar Almelo,79392,28,53,
industrie en productie,Transport van fractioneerkolom van Breda naar Pernis,79416,17,53,
industrie en productie,Nieuwe machine voor het vervaardigen van betonnen bouwelementen,79439,16,53,
industrie en productie,Gieterij van scheepsschroeven,79490,29,53,
industrie en productie,Een nationale industrie: sigarenfabricatie,79514,18,53,
industrie en productie,Auto's aan de lopende band,122671,18,53,
industrie en productie,Nieuw laboratorium voor olie-onderzoek in Rijswijk,141259,8,53,
industrie en productie,Luciferfabricage,151339,10,53,
industrie en productie,Erepromotie van de heer H.J. van Doorne,151856,13,53,
watersport,Aalsmeer Watersport jaren '60,70740,17,2,
watersport,Jopie Waalberg behaalt twee wereldrecords,72735,28,2,
zwemmen,Aalsmeer Watersport jaren '60,70740,17,8,
zwemmen,Najaarszwemfeest van de Delftse reddingsbrigade,638026,1,8,
zwemmen,Zwemproeven voor kinderen,638118,4,8,
zwemmen,Langeafstandszwemwedstrijd in de Westerschelde,651306,1,8,
zwemmen,Zwemmen,654402,1,8,
zwemmen,Waterkamp voor jongens,654559,0,8,
zwemmen,Zwemwedstrijden,654607,0,8,
zwemmen,Zwemwedstrijden van het leven,654810,1,8,
1960,Aalsmeer Watersport jaren '60,70740,17,3,
1960,Aalsmeer kwekersdorp,70711,18,3,
1960,Aalsmeer winterbeelden 1966 1967,72489,22,3,
kweker,Aalsmeer kwekersdorp,70711,18,1,
bloemencorso,Aalsmeer Bloemencorso 1966,46502,15,1,
1966,Aalsmeer Bloemencorso 1966,46502,15,1,
schaatsen,Aalsmeer winterbeelden 1966 1967,72489,22,1,
Westeinderplas,Aalsmeer winterbeelden 1966 1967,72489,22,1,
urban,I am Gurgaon: the new city in India,84117,26,3,
urban,metropolis coming to the city,83433,21,3,
urban,Stay'in alive in Jo'burg,84215,27,3,
india,I am Gurgaon: the new city in India,84117,26,1,
city,I am Gurgaon: the new city in India,84117,26,3,
city,metropolis coming to the city,83433,21,3,
city,Stay'in alive in Jo'burg,84215,27,3,
expansion,I am Gurgaon: the new city in India,84117,26,1,
growth,I am Gurgaon: the new city in India,84117,26,2,
growth,metropolis coming to the city,83433,21,2,
gurgaon,I am Gurgaon: the new city in India,84117,26,1,
economie,I am Gurgaon: the new city in India,84117,26,3,
economie,California Dreaming,82707,28,3,
economie,De strijd tegen de internationale valsemunterij,647725,1,3,
economy,I am Gurgaon: the new city in India,84117,26,2,
economy,California Dreaming,82707,28,2,
california,California Dreaming,82707,28,1,
crisis,California Dreaming,82707,28,1,
alternatives,California Dreaming,82707,28,1,
migration,metropolis coming to the city,83433,21,1,
shanghai,metropolis coming to the city,83433,21,1,
new york,metropolis coming to the city,83433,21,3,
new york,Nederland - Amerika door de lucht: de eerste KLM-vlucht Amsterdam - New York,54918,33,3,
new york,BP352 New York; man met camera op wolkenkrabber in aanbouw,104841,21,3,
bogota,metropolis coming to the city,83433,21,1,
lusaka,metropolis coming to the city,83433,21,1,
soccer,Stay'in alive in Jo'burg,84215,27,1,
zuid afrika,Stay'in alive in Jo'burg,84215,27,1,
south africa,Stay'in alive in Jo'burg,84215,27,1,
world cup,Stay'in alive in Jo'burg,84215,27,1,
voetbal,Stay'in alive in Jo'burg,84215,27,3,
voetbal,Voetbalwedstrijd Zuid-Nederland - Luxemburg,656789,1,3,
voetbal,Voetbalwedstrijd PSV - Velocitas,656848,1,3,
johanesburg,Stay'in alive in Jo'burg,84215,27,1,
vrouwen,Protestmeeting ontslag gehuwde ambtenares,84894,26,31,
vrouwen,Congres van Dolle Mina's,84919,26,31,
vrouwen,Het voorlezen van de nieuwe grondwet,85003,24,31,
vrouwen,Eerste(?) veldloopdag in Nederland,85033,15,31,
vrouwen,Afstandsrit voor dames,85090,15,31,
vrouwen,Landdag van de internationale vrouwenbond,85115,9,31,
vrouwen,Kijkjes op de damesbeurs,85154,16,31,
vrouwen,Eerste Hollandse vliegenierster,85181,25,31,
vrouwen,Damesvoetbal,85387,24,31,
vrouwen,Anti-discriminatiebeurs,85414,15,31,
vrouwen,Judo voor huisvrouwen,85446,28,31,
vrouwen,Wielerkampioenschap voor dames,85478,22,31,
vrouwen,Bij de spoorwegen spreken de vrouwen mee,85507,19,31,
vrouwen,Finale wereldschaaktournooi voor dames landenteams,85534,17,31,
vrouwen,"Straatdoop" van vrouwelijke agenten,85565,20,31,
vrouwen,Damesvoetbalwedstrijd,85595,22,31,
vrouwen,Een vrouw als edelsmid; mozaïken van kralen,85628,11,31,
vrouwen,Op stap met de vrouwelijke politie,85658,27,31,
vrouwen,Dames bosloop in de omgeving van Kraantje Lek,85697,21,31,
vrouwen,Lustrumviering van de vrouwelijke studenten,85980,20,31,
vrouwen,Driekwart miljoen handtekeningen voor HM de koningin,86010,9,31,
vrouwen,Inspectie van het Vrouwelijke Hulpcorps,86042,15,31,
vrouwen,Korps Vrouwelijke Vrijwilligers,86068,14,31,
vrouwen,Moederdag,86102,13,31,
vrouwen,Het vrouwelijk brandweerkorps geeft een demonstratie,86130,16,31,
vrouwen,Damessterrit,86158,18,31,
vrouwen,Stille omgang door zesduizend vrouwen,86192,20,31,
vrouwen,Damesvoetbalwedstrijd,86219,27,31,
vrouwen,Cricketwedstrijd voor dames,86255,17,31,
vrouwen,Man-Vrouw-Maatschappij jubileert,8626,25,31,
vrouwen,Vrouwen als kraandrijvers bij de Hoogovens,42978,28,31,
Terschelling,Vuurtorens in Nederland,29217,30,1,
vuurtoren,Vuurtorens in Nederland,29217,30,1,
componist,Componist Richard Strauss,90052,23,2,
componist,Componist Bernhard Zweers,90190,10,2,
Sint Jan,Restauratie van de St. Janskathedraal,30118,23,3,
Sint Jan,Restauratie van de St. Jan,45810,22,3,
Sint Jan,Restauratie St. Jan,32162,25,3,
video art,Interview with Nan Hoover by Willem van Weelden,92553,22,1,
artist,Interview with Nan Hoover by Willem van Weelden,92553,22,2,
artist,De beroemde filmkunstenaar Walt Disney in ons land,52446,21,2,
interview,Interview with Nan Hoover by Willem van Weelden,92553,22,1,
media art,Interview with Nan Hoover by Willem van Weelden,92553,22,2,
media art,Peter Bogers: The Unified Field,96213,16,2,
Prinsjesdag,Opening Staten Generaal door minister president L.J.M. Beel,23795,21,4,
Prinsjesdag,Opening Staten Generaal,29518,21,4,
Prinsjesdag,FIN-180912-3681a_hd,165783,3,4,
Prinsjesdag,FIN-180912-3684_hd,165880,5,4,
oral history,Interview Dhr. A. de Vree,92922,6,2,
oral history,Interview met Mevr. A. van Beek,92973,13,2,
herfst,De herfst doet zijn intrede,10885,28,4,
herfst,Herfst in de natuur,11771,37,4,
herfst,Zuid-Limburg in herfsttooi,63466,26,4,
herfst,De herfst; het seizoen van de vogeltrek,11360,35,4,
huisdieren,Kleindierententoonstelling in de Jaarbeurs,94792,10,37,
huisdieren,Hondenkennels voor honden in vakantietijd,94841,6,37,
huisdieren,Asiel aan de Spaarndammerweg,94877,4,37,
huisdieren,In de RAI lieten kinderen hun troeteldieren zien tijdens een drukbezochte tentoonstelling,94902,6,37,
huisdieren,Industrie van dierenvoedsel groeit gestaag,94931,8,37,
huisdieren,Marmottenfilmpje,94971,14,37,
huisdieren,Honden- en kattenkerkhof,95031,17,37,
huisdieren,Hondenwandeltocht,95057,11,37,
huisdieren,Van een hond; een kat en een papegaai,95085,14,37,
huisdieren,Internationale kattententoonstelling,95120,18,37,
huisdieren,Vijftigste Winnertentoonstelling Cynophilia,95169,8,37,
huisdieren,Een mooie collectie jonge witte poedels,95226,13,37,
huisdieren,Zangwedstrijd van zeshonderd kanaries,95257,23,37,
huisdieren,De aap als huisdier,95315,21,37,
huisdieren,Tentoonstelling Veer En Pels,95365,7,37,
huisdieren,Wereld dierendag in Amsterdam: keuring van honden en hun bazen,95392,11,37,
huisdieren,Internationale kanarieshow,95422,16,37,
huisdieren,Dierendag,95477,11,37,
huisdieren,Internationale hondententoonstelling,95448,10,37,
huisdieren,Opening van een nieuw dierentehuis in Zeist,95512,15,37,
huisdieren,Beste verzorgde hond,95544,8,37,
huisdieren,Hondenshow in de Houtrusthallen,95610,13,37,
huisdieren,Verkiezing leukste huisdier in Assen,95585,9,37,
huisdieren,Gevederde pracht,95682,15,37,
huisdieren,Dierendag,95744,11,37,
huisdieren,Kinderen met hun huisdieren,95777,17,37,
huisdieren,Python jongt in gevangenschap,95804,11,37,
huisdieren,Het leven van zwerfkatten,95847,18,37,
huisdieren,Kattententoonstelling,95712,13,37,
huisdieren,Als het dierendag is,95196,15,37,
huisdieren,Tentoonstelling van raskonijnen,95288,18,37,
huisdieren,100 jaar Maatschappij voor Diergeneeskunde,95655,10,37,
huisdieren,Ratten als huisdier,9409,17,37,
huisdieren,St. Bernardshonden,119801,17,37,
huisdieren,Kattenshow,160092,9,37,
huisdieren,Hondenreunie in het Vondelpark,613779,4,37,
huisdieren,Spelende poesjes,637704,4,37,
mediakunst,Peter Bogers: The Unified Field,96213,16,1,
sound,Peter Bogers: The Unified Field,96213,16,1,
science,Peter Bogers: The Unified Field,96213,16,1,
wetenschap,Peter Bogers: The Unified Field,96213,16,1,
animation,Blender Foundation: Elephants Dream,92614,19,1,
open source,Blender Foundation: Elephants Dream,92614,19,1,
poezenboot,Het leven van zwerfkatten,95847,18,1,
scheepvaart,Bezoek aan Nederlandse Dokmaatschappij,97433,19,51,
scheepvaart,Brand bij de Nederlandse Scheepsbouwmaatschappij,97461,18,51,
scheepvaart,Tewaterlating van een zandzuiger,97497,21,51,
scheepvaart,Tewaterlating Johan van Oldenbarnevelt,97527,23,51,
scheepvaart,Tewaterlating Kota Pinang,97553,18,51,
scheepvaart,Tewaterlating van de Bloemfontein,97610,23,51,
scheepvaart,Tewaterlating van de Rotula,97640,14,51,
scheepvaart,Tewaterlating van twee schepen voor de Koninklijke Shell: de Miralda en de Elusa,97689,23,51,
scheepvaart,Tewaterlating van het motortankschip Marisa,97716,17,51,
scheepvaart,Het plaatsen van de schoorsteen op het MS "Oranje",97742,23,51,
scheepvaart,Tewaterlating van de "Jacob van Heemskerck",97785,22,51,
scheepvaart,Nederland gaat op de walvisvangst,97810,21,51,
scheepvaart,De bouw van het MS "Bougainville"voor Noorwegen voltooid,97867,17,51,
scheepvaart,Nederland bouwt schepen voor Noorwegen,97919,20,51,
scheepvaart,Tewaterlating van de supertankboot "Kirkouk",97944,18,51,
scheepvaart,De "Oranje" krijgt een fikse rammeling,97969,21,51,
scheepvaart,Tewaterlating Zweedse tanker,98032,19,51,
scheepvaart,Tewaterlating tanker,98060,21,51,
scheepvaart,Tewaterlating tanker,98086,23,51,
scheepvaart,Staalconstructie van Jules Chapon,98116,19,51,
scheepvaart,Tanker "Melania",98168,23,51,
scheepvaart,Verwoestingen te Amsterdam,98222,23,51,
scheepvaart,Tewaterlating halve tanker,98144,22,51,
scheepvaart,Tewaterlating van supertanker "Borgholm" in Amsterdam,97996,21,51,
scheepvaart,Binnenschippers blokkeren Neerlands waterwegen,105882,20,51,
scheepvaart,Vervaardiging grootste scheepsschroeven ter wereld,105918,22,51,
scheepvaart,Eemshaven officieel geopend,105955,12,51,
scheepvaart,Brandblusboot,105982,19,51,
scheepvaart,Het 100-jarig bestaan van de werf Fijenoord,108462,15,51,
scheepvaart,Nieuw havenkantoor,108491,11,51,
scheepvaart,Baggerschool in Delfzijl,108551,19,51,
scheepvaart,Zeeschip door het Winschoterdiep,108675,14,51,
scheepvaart,Grootste dok van het continent weer in gebruik gesteld,108704,18,51,
scheepvaart,Proeftocht van het SS Simon Bolivar,111644,20,51,
scheepvaart,Eerste sleep door nieuwe sluis,111841,10,51,
scheepvaart,Vertrek deelnemers aan de vakantiecursus van de binnenvaart,111875,17,51,
scheepvaart,De laatste reis van een oceaanstomer,111902,17,51,
scheepvaart,IJsbrekers vanuit Amsterdam over het dichtgevroren meer,111931,20,51,
scheepvaart,Eerste boot van de Harwich - Hoek van Holland dienst,111978,13,51,
scheepvaart,Amsterdam krijgt nieuwe sleepboten,112017,16,51,
scheepvaart,'Magna Pete' tewatergelaten,112660,18,51,
scheepvaart,Nationale Koopvaardijweek 1948,112845,10,51,
scheepvaart,Zweedse houtboot in IJmuiden aan de grond gezet,112877,15,51,
scheepvaart,Drijvende graanopslagplaatsen,112899,19,51,
scheepvaart,Nieuwe Waterweg breekt 29 jaar oud record,112924,16,51,
scheepvaart,De kringloop van staal in de scheepsbouw,112954,14,51,
scheepvaart,Akkoord over Schelde-Rijn verbinding,113067,14,51,
scheepvaart,Nieuw opleidingsschip voor de binnenvaart,113021,15,51,
scheepvaart,Vetrek van de onderzeeboot "Tijgerhaai" met aan boord professor Vening Meinesz,139168,13,51,
scheepvaart,"Varen op schaal" in het Scheepsbouwkundig Proefstation,139360,5,51,
scheepvaart,Bananenboot Wan Chun wordt gesloopt,648815,1,51,
NDSM,Bezoek aan Nederlandse Dokmaatschappij,97433,19,24,
NDSM,Brand bij de Nederlandse Scheepsbouwmaatschappij,97461,18,24,
NDSM,Tewaterlating van een zandzuiger,97497,21,24,
NDSM,Tewaterlating Johan van Oldenbarnevelt,97527,23,24,
NDSM,Tewaterlating Kota Pinang,97553,18,24,
NDSM,Tewaterlating van de Bloemfontein,97610,23,24,
NDSM,Tewaterlating van de Rotula,97640,14,24,
NDSM,Tewaterlating van twee schepen voor de Koninklijke Shell: de Miralda en de Elusa,97689,23,24,
NDSM,Tewaterlating van het motortankschip Marisa,97716,17,24,
NDSM,Het plaatsen van de schoorsteen op het MS "Oranje",97742,23,24,
NDSM,Tewaterlating van de "Jacob van Heemskerck",97785,22,24,
NDSM,Nederland gaat op de walvisvangst,97810,21,24,
NDSM,De bouw van het MS "Bougainville"voor Noorwegen voltooid,97867,17,24,
NDSM,Nederland bouwt schepen voor Noorwegen,97919,20,24,
NDSM,Tewaterlating van de supertankboot "Kirkouk",97944,18,24,
NDSM,De "Oranje" krijgt een fikse rammeling,97969,21,24,
NDSM,Tewaterlating Zweedse tanker,98032,19,24,
NDSM,Tewaterlating tanker,98060,21,24,
NDSM,Tewaterlating tanker,98086,23,24,
NDSM,Staalconstructie van Jules Chapon,98116,19,24,
NDSM,Tanker "Melania",98168,23,24,
NDSM,Verwoestingen te Amsterdam,98222,23,24,
NDSM,Tewaterlating halve tanker,98144,22,24,
NDSM,Tewaterlating van supertanker "Borgholm" in Amsterdam,97996,21,24,
vaudeville,Kruger and Ward,99540,12,18,
vaudeville,Treloar and Miss Marshall; prize winners at the Physical Culture Show in Madison Square Garden,99513,17,18,
vaudeville,Kawana Trio,99467,21,18,
vaudeville,Fight of nations,99026,19,18,
vaudeville,Arabian gun twirler,99165,22,18,
vaudeville,Expert bag punching,99246,11,18,
vaudeville,Gordon Sisters boxing,99277,18,18,
vaudeville,Japanese acrobats,99311,19,18,
vaudeville,Latina; contortionist,99384,23,18,
vaudeville,Latina; dislocation act,99411,14,18,
vaudeville,Sandow,99442,17,18,
vaudeville,Three jumping Tommies,99578,15,18,
vaudeville,Toto Brothers,99645,21,18,
vaudeville,Turkish dance; Ella Lola,99815,22,18,
vaudeville,The society raffles,115413,16,18,
vaudeville,Bicycle trick riding; no.2,115452,1,18,
vaudeville,Three acrobats,115485,18,18,
vaudeville,Spirit of '76,115524,17,18,
beeldenvoordetoekomst,Images for the Future in 90 seconds,101627,18,1,
imagesforthefuture,Images for the Future in 90 seconds,101627,18,1,
beelden,Images for the Future in 90 seconds,101627,18,1,
toekomst,Images for the Future in 90 seconds,101627,18,1,
animatie,Images for the Future in 90 seconds,101627,18,1,
Rijksmuseum,Zijne Excellentie dr. J.R. Slotemaker De Bruine over het 50-jarig bestaan van het Rijksmuseum,29819,24,9,
Rijksmuseum,Bij het 150-jarig bestaan van het Rijksmuseum,31014,25,9,
Rijksmuseum,Rembrandt tentoonstelling,44842,15,9,
Rijksmuseum,Rembrandt tentoonstelling verlengd,28162,22,9,
Rijksmuseum,Achter de schermen van het Rijksmuseum,30641,24,9,
Rijksmuseum,Beschadigde 'Nachtwacht' na restauratie geheel hersteld,43032,34,9,
Rijksmuseum,Afscheid van Neerlands kunstschatbewaarder,31178,18,9,
Rijksmuseum,Rembrandt tentoonstelling,43411,20,9,
Rijksmuseum,Nieuwe kroonlijst voor historisch herenhuis,79957,14,9,
auteursrecht,Mijn Max,103254,9,1,
multatuli,Mijn Max,103254,9,1,
19e eeuw,Mijn Max,103254,9,1,
rechtspraak,Mijn Max,103254,9,1,
proces,Mijn Max,103254,9,1,
GLAMwiki,GLAMcamp Amsterdam - Lightning Talks 11,102902,1,16,
GLAMwiki,GLAMcamp Amsterdam - Lightning Talks 10 (part 2),102939,2,16,
GLAMwiki,GLAMcamp Amsterdam - Lightning Talks 10 (part 1),102929,2,16,
GLAMwiki,GLAMcamp Amsterdam - Lightning Talks 9,102892,4,16,
GLAMwiki,GLAMcamp Amsterdam - Lightning Talks 8,102866,6,16,
GLAMwiki,GLAMcamp Amsterdam - Lightning Talks 7,102828,2,16,
GLAMwiki,GLAMcamp Amsterdam - Lightning Talks 6,102819,3,16,
GLAMwiki,GLAMcamp Amsterdam - Lightning Talks 5,102806,4,16,
GLAMwiki,GLAMcamp Amsterdam - Lightning Talks 4,102795,2,16,
GLAMwiki,GLAMcamp Amsterdam - Lightning Talks 3,102767,3,16,
GLAMwiki,GLAMcamp Amsterdam - Public Workshop 1,102514,1,16,
GLAMwiki,GLAMcamp Amsterdam - Plenary Session 1,102535,5,16,
GLAMwiki,GLAMcamp Amsterdam - Public Workshop 3,102588,3,16,
GLAMwiki,GLAMcamp Amsterdam - Lightning Talks 1,102717,3,16,
GLAMwiki,GLAMcamp Amsterdam - Lightning Talks 2,102743,2,16,
GLAMwiki,Wikipedia; endangered species and a dead pigeon - Andy Mabbet,108787,0,16,
wikimedia,Wikipedia; endangered species and a dead pigeon - Andy Mabbet,108787,0,1,
wikipedia,Wikipedia; endangered species and a dead pigeon - Andy Mabbet,108787,0,1,
wiki,Wikipedia; endangered species and a dead pigeon - Andy Mabbet,108787,0,1,
coventry,Wikipedia; endangered species and a dead pigeon - Andy Mabbet,108787,0,1,
Celluloid Remix,BP114_boksers touwtjespringen in tuin; close-ups,105690,19,45,
Celluloid Remix,BP382_worsteling op dakrand; verklede mannen,106159,22,45,
Celluloid Remix,BP230_winters landschap; diverse shots; sneeuw,106133,18,45,
Celluloid Remix,BP185_Vlaamse wielertour,106055,16,45,
Celluloid Remix,BP125_ridders op paarden; lichtgevende heilige vrouw op berg,106011,19,45,
Celluloid Remix,BP26_boeren op land; hooien; picknick,105741,21,45,
Celluloid Remix,BP374_helicopter testvlucht opvliegveld en in hangar,105716,18,45,
Celluloid Remix,BP187_Glasblazerij,105677,15,45,
Celluloid Remix,BP130_Mannen op straat met wandelstokken; dronken,105663,16,45,
Celluloid Remix,BP121_man en vrouw drinken thee; eten koekjes; flirten,105653,15,45,
Celluloid Remix,BP84_straatbeelden; lopende mannen,105613,16,45,
Celluloid Remix,BP83_close-ups man; vrouw; jongens; meisje; roken; lachen; hoed,105601,20,45,
Celluloid Remix,BP191_Vrouw en man vechten met krokodillen,105576,20,45,
Celluloid Remix,BP213_Vrouw modelleert sieraden,105550,16,45,
Celluloid Remix,BP113_salon; man luistert anderen af; kijkt triest; denkt na,105522,13,45,
Celluloid Remix,BP23_Schipbreuk; eiland; gevecht op strand; inboorlinge,105492,13,45,
Celluloid Remix,BP159_ Brand blussen; man in bed zakt door vloer,105440,15,45,
