Tag,VideoName,VideoNumber,Plays,Total Videos,
onderwijs,Veluwe; akker en bos,122680,16,83,
onderwijs,Een tijdperk ging voorbij,122756,18,83,
onderwijs,St. Servaasprocessie in Maastricht,122875,14,83,
onderwijs,Het boek II,122902,16,83,
onderwijs,Turf bij hoogveen,122945,17,83,
onderwijs,Zoetwatervisserij,122957,14,83,
onderwijs,Vuilnis van een grote stad,122995,11,83,
onderwijs,De postzegel is 100 jaar: 1852-1952,123722,9,83,
onderwijs,Tabak en sigaren,123746,16,83,
onderwijs,Het boek I,123758,12,83,
onderwijs,Het dorp,123818,15,83,
onderwijs,Het dorp,123830,16,83,
onderwijs,Hansje en de Madurodammers,123889,11,83,
onderwijs,Medische faculteit,131452,14,83,
onderwijs,Op bezoek bij de openluchtschool,131503,15,83,
onderwijs,Minister Cals heit tachtigste paal voor Technische Hogeschool te Eindhoven,149838,6,83,
onderwijs,Uitbreiding van Technische Hogeschool,151407,9,83,
vluchtelingen,Zevenvoudige bruiloft van Hongaarse vluchtelingen,9004,20,7,
vluchtelingen,Nederland ontvangt Hongaarse vluchtelingen,8976,29,7,
vluchtelingen,Spaanse vluchtelingen in ons land,9813,25,7,
vluchtelingen,Ontheemden uit Midden-Europa vinden asiel in ons land,10692,30,7,
vluchtelingen,Vluchtelingen uit Triëst arriveren in ons land,11170,27,7,
vluchtelingen,450 vluchtelingen kinderen op vakantie in ons land,11718,13,7,
vluchtelingen,Vluchtelingen uit Triëst arriveren in ons land,653577,1,7,
culturele diversiteit,Zevenvoudige bruiloft van Hongaarse vluchtelingen,9004,20,13,
culturele diversiteit,Nederland ontvangt Hongaarse vluchtelingen,8976,29,13,
culturele diversiteit,Gastarbeiders leren Nederlands,8953,29,13,
culturele diversiteit,Opening van het eerste islamitische gebedshuis in ons land,3053,25,13,
culturele diversiteit,Spaanse vluchtelingen in ons land,9813,25,13,
culturele diversiteit,Buitenlandse studenten werken in Nederland,10372,22,13,
culturele diversiteit,Ontheemden uit Midden-Europa vinden asiel in ons land,10692,30,13,
culturele diversiteit,Feestelijk besluit van de Europese weken,11011,8,13,
culturele diversiteit,Vluchtelingen uit Triëst arriveren in ons land,11170,27,13,
culturele diversiteit,Belgische folkore,11669,19,13,
culturele diversiteit,450 vluchtelingen kinderen op vakantie in ons land,11718,13,13,
culturele diversiteit,Opleiding voor Joodse emigranten,13120,18,13,
culturele diversiteit,Vluchtelingen uit Triëst arriveren in ons land,653577,1,13,
gastarbeiders,Gastarbeiders leren Nederlands,8953,29,3,
gastarbeiders,Europa's grootste treindouche in gebruik,8826,34,3,
gastarbeiders,Opening van het eerste islamitische gebedshuis in ons land,3053,25,3,
verkeer,Europa's grootste treindouche in gebruik,8826,34,17,
verkeer,De fiets in al zijn vormen en in de kunst,8337,35,17,
verkeer,Wie heeft voorrang?,3252,32,17,
verkeer,Achter de schermen van de verkeerslichten-centrale,1717,37,17,
verkeer,Reportage over de metro,745,33,17,
verkeer,Verkeerscontrole op vakantie auto's,591,31,17,
verkeer,Verkeerschaos in Rotterdam ten einde officiële heropening Coolsingel,1153,35,17,
verkeer,Rijles per walkie-talkie,12039,25,17,
verkeer,Veilig verkeer,12206,20,17,
verkeer,Verkeersles aan kleuters met politie-poppenkast,12996,34,17,
verkeer,De spoorwegramp aan 'De Vink' bij Leiden 9 september 1926,19218,36,17,
verkeer,Veilig verkeer (1930),19692,25,17,
verkeer,Heinenoordtunnel,28925,35,17,
verkeer,Verkeersregeling met een stopbord op de Weteringschans,647973,1,17,
verkeer,Nederland in de greep van de mist,648574,1,17,
verkeer,Veilig Verkeer actie 1949,648780,1,17,
verkeer,Electrificatie van midden en westelijk Brabant,648921,1,17,
voeding,Melk op school,10088,34,65,
voeding,Minister Rutten opent eetgelegenheid voor studenten,10763,36,65,
voeding,Voedselvoorziening voor bejaarden,13182,14,65,
voeding,'Operatie Snert' ten bate van het Nationaal Rampenfonds,13224,23,65,
voeding,Kroketten aan de lopende band,13318,29,65,
voeding,Zoetwarenbeurs in Utrecht,13362,23,65,
voeding,Den Haag: twee centrale keukens geopend,13381,10,65,
voeding,Eerste coöperatieve diepvrieskluis in de Alblasserwaard,13421,25,65,
voeding,Eikeloogst werpt vruchten af dankzij mechanisatie in bosbouw,13449,20,65,
voeding,De cranberry cultuur op Terschelling,13470,25,65,
voeding,Bezoek aan het laboratorium aan het Instituut voor Volksvoeding,13534,30,65,
voeding,Kersenpluk,13553,14,65,
voeding,Slagersvaktentoonstelling,13645,8,65,
voeding,Aardbeien,13665,11,65,
voeding,Bakken van het soldatenkuch,13739,17,65,
voeding,Kerstdiner van het tweede depot Bataljon Motordienst,13757,10,65,
voeding,Worst voor het Nederlandse leger,13775,34,65,
voeding,Hoe blijven de vitaminen bij de bereiding van onze spijzen behouden? Kookdemonstratie,13820,19,65,
voeding,Tentoonstelling 'Onze voeding in oorlogstijd',13858,15,65,
voeding,Garnalenvangst,13937,22,65,
voeding,Den Haag: bijvoeding in de fabrieken en werkplaatsen,13955,20,65,
voeding,Nederland voedt zichzelf,13976,22,65,
voeding,Drukte bij de fruitoogst in het Westland,14138,10,65,
voeding,Nederland voedt zichzelf: De graanoogst begonnen,14157,23,65,
voeding,De eerste verse groente,14177,30,65,
voeding,Fabricatie van chocolade,14285,23,65,
voeding,Er komen weer chocolade paaseieren....op de bon,14305,9,65,
voeding,Aardappelvijand nr. 1: De coloradokever,14387,21,65,
voeding,Champignonkwekerij in grotten,14608,28,65,
voeding,In de koelhuizen van Nederland,14689,18,65,
voeding,Eerste keukentrein voor de organisatie Bescherming Burgerbevolking gereed gekomen,14711,14,65,
voeding,Nationale kookwedstrijd voor huishoudscholen,14728,18,65,
voeding,Symbolische herdenking voedseldropping ´45 Den Haag,14748,29,65,
voeding,Koks van haringloggers volgen cursus huishoudschool,14791,23,65,
voeding,De zomertentoonstelling ´Mensen aan tafel´,14810,7,65,
voeding,Minister Mansholt opent nieuw zuivel-laboratorium in Leeuwarden,14871,18,65,
voeding,Dorp gebruikt feestmaal van pork en wittebrood,14918,16,65,
voeding,Kookcursus voor de heer des huizes,14938,20,65,
voeding,75-jarig bestaan van de kaasmarkt in Woerden,14994,25,65,
voeding,De anti-hongeractie 10 x 10,15111,11,65,
voeding,Rijdende viskeuken,15130,12,65,
voeding,Suikerbieten campagne,15222,26,65,
voeding,Bananenoogst,15240,24,65,
voeding,Melkoorlog,15290,25,65,
voeding,Voedselbestraling,15312,25,65,
voeding,56.000 kippen leggen 40.000 eieren per dag,15349,18,65,
voeding,Slakkenkwekerij voor consumptie,15430,34,65,
voeding,Achter de schermen van de 'warme' en 'koude' bakker,15448,10,65,
voeding,Machinaal en met de hand vervaardigen van snoep uit grootmoeders tijd,15513,30,65,
voeding,Een wijngaard op de oude Maasterrassen,15541,15,65,
voeding,Mosselen zaaien op het wad,28874,18,65,
voeding,Eerste Hollandse Nieuwe,27577,25,65,
voeding,Augurkenteelt,62195,24,65,
voeding,Aardappelverwerkingsbedrijf,80120,14,65,
voeding,Nationale kampioenschappen biertappen,80581,15,65,
voeding,De haringvloot gereed voor de jacht,81019,17,65,
voeding,In Spaarndam arriveert het grootste palingschip ter wereld,81121,27,65,
voeding,Gecondenseerde melk voor export,81302,27,65,
voeding,Meisjes van de huishoudschool bakken oliebollen,81519,21,65,
voeding,Oude oliemolen weer in bedrijf,108433,14,65,
voeding,Kaas,122383,16,65,
voeding,In Wageningen bakt men speelgoedbroodjes,139313,8,65,
voeding,Nieuw gebouw van het Instituut voor Bewaring en Verwerking van Tuinbouwproducten,141006,4,65,
voeding,Vroege aardbeien door bestraling met neonlicht,141203,9,65,
voeding,Het werk van de Keuringsdienst van Waren,637869,2,65,
Indonesië,Nieuws uit Indonesië: opheffing van het KNIL,6701,37,59,
Indonesië,Dr. Mohammed Hatta vertrekt weer naar Indonesië,1773,30,59,
Indonesië,Nieuws uit Indonesië: de conferentie van Malino,1661,35,59,
Indonesië,Nieuws uit Indonesië: aankomst van commissie generaal; onthulling van een monument op de begraafplaats Antjol te Batavia,969,35,59,
Indonesië,Opening van de Nieuw Guinea conferentie,1493,28,59,
Indonesië,Nederlands-Indië voor 1942,3967,37,59,
Indonesië,Nieuws uit Indonesië: waternood en watersnood,689,30,59,
Indonesië,Viering van het einde van de islamitische vasten,3121,10,59,
Indonesië,Bambang Oetoro demonstreert batikkunst in eerste batikgalerie,16528,35,59,
Indonesië,Aankomst van Ambonnezen in Nederland,16551,35,59,
Indonesië,Verklaring van minister president Drees voor zijn vertrek,16566,22,59,
Indonesië,Staatssecretaris Bot over Nieuw-Guinea,16586,13,59,
Indonesië,Indisch tuinfeest op Arendsdorp,16627,38,59,
Indonesië,Bezoek aan de PHOHI kortegolf zender,16641,33,59,
Indonesië,Jamboree is in aantocht; Indische padvinders in Amsterdam,16661,22,59,
Indonesië,Nieuws uit Indië: landing van Nederlandse troepen op Bali,16667,30,59,
Indonesië,Indisch nieuws,16722,25,59,
Indonesië,Nieuws uit Indonesië: het werk van de Nederlandse dienst voor Volksgezondheid,16742,37,59,
Indonesië,Nieuws uit Indonesië: markt in Batavia,16759,29,59,
Indonesië,Nieuws uit Indonesië: Japanse krijgsgevangenen verlaten Borneo,16779,28,59,
Indonesië,Nieuws uit Indonesië: de volkswijk Tanah Abang aan de rand van Batavia,16839,23,59,
Indonesië,Nieuws uit Indonesië: autodumps in Batavia; Nederlandse Rode Kruis hulp in Pangkalpinang; tinbewerking op Bangka,16864,37,59,
Indonesië,Nieuws uit Indonesië: het Margriet hospitaal in Batavia; kleding uitreiking aan de inlandse bevolking,16883,22,59,
Indonesië,Nieuws uit Indonesië: landing van Nederlandse troepen in Palembang,16906,28,59,
Indonesië,Nieuws uit Indonesië: vluchtelingen uit Madoera; conferentie van Denpasar,16942,31,59,
Indonesië,Nieuws uit Indonesië: Indonesiërs uit Nederland terug; bereiding van het volksvoedsel tahoe; invoer van Australisch fokvee,16962,22,59,
Indonesië,Nieuws uit Indonesië: Jeugdzorg,16979,37,59,
Indonesië,Nieuws uit Indonesië: herstel van Palembang,16999,20,59,
Indonesië,Nieuws uit Indonesië: badplaats Tjilintjing bij Batavia,17042,29,59,
Indonesië,Nieuws uit Indonesië: bedelaarszorg,17060,15,59,
Indonesië,Nieuws uit Indonesië: in een republikeinse huishoudschool,17079,15,59,
Indonesië,Nieuws uit Indonesië: herstel van de theeplantages,17101,21,59,
Indonesië,Nieuws uit Indonesië: gezinshereniging in Batavia; herstel spoorbrug bij Modjokerto,17142,28,59,
Indonesië,Nieuws uit Indonesië: politionele akties,17160,27,59,
Indonesië,Nieuws uit Indonesië: fabricatie van tapijten,17199,14,59,
Indonesië,Nieuws uit Indonesië: de vliegende kinderwagen arriveert; ondertekening wapenstilstandsverdrag op de 'Renville',17240,25,59,
Indonesië,Indische tentoonstelling voor de Nederlandse jeugd,17260,20,59,
Indonesië,Dr. Van Royen over de Indonesische kwestie,17278,21,59,
Indonesië,Rondom de Ronde Tafel conferentie,17296,16,59,
Indonesië,Viering van de Indonesische onafhankelijkheidsdag,17316,17,59,
Indonesië,Nieuws uit Nieuw-Guinea: medische zorg voor de inheemse bevolking,17336,17,59,
Indonesië,Nieuws uit Nieuw-Guinea: de Marine Luchtvaart Dienst,17389,35,59,
Indonesië,Nieuws uit Nieuw-Guinea: houtwinning op Batanta,17409,9,59,
Indonesië,Indonesische vliegers boven de hoofdstad,17429,18,59,
Indonesië,Nieuws uit Nieuw-Guinea: orchideeën,17447,16,59,
Indonesië,Luchtlijn Amsterdam-Djakarta verbroken,17468,37,59,
Indonesië,Nieuws uit Nieuw-Guinea: oriëntatiebezoek van Nederlandse deskundigen,17485,16,59,
Indonesië,Nieuws uit Nieuw-Guinea: oriëntatiereis van Nederlandse delegatie,17542,25,59,
Indonesië,Nieuws uit Nieuw-Guinea: afscheid van gouverneur Plateel,17560,24,59,
Indonesië,Garuda vliegtuig op Schiphol,17580,37,59,
Indonesië,Weefsels van Sumba,17616,19,59,
Indonesië,Bezoek minister Luns,17634,15,59,
Indonesië,Herdenking van de eerste Indiëvlucht van KLM in 1974,17655,34,59,
Indonesië,Nederlandse ontwikkelingshulp voor Indonesië; sanering waterhuishouding,17674,27,59,
Indonesië,Nederlandse ontwikkelingshulp voor Indonesië; nieuw research instituut voor thee en kina op West Java,17690,21,59,
Indonesië,Evacuatie van Oost-; West- en Midden-Java,24367,30,59,
Indonesië,Opheffing van het KNIL-centrum,25589,31,59,
Indonesië,Bij onze bevrijde landgenoten in Bangkok,26852,22,59,
Indonesië,Met de 'Jan Pieterz Coen' naar Indië (1921),32425,31,59,
ED*IT,ED*IT Basis - Dossiers,15869,1,22,
ED*IT,ED*IT Extra - Werkplek,16287,2,22,
ED*IT,ED*IT Extra - Tijdlijn,16254,2,22,
ED*IT,ED*IT Extra - Zoeken onderwerp,16202,1,22,
ED*IT,ED*IT Extra - Zoeken,16188,0,22,
ED*IT,ED*IT Extra - Werkstuk,16171,2,22,
ED*IT,ED*IT Basis - Inloggen,16331,1,22,
ED*IT,ED*IT Extra - Videomontage,16142,4,22,
ED*IT,ED*IT Extra - Uitgebreid zoeken,16126,2,22,
ED*IT,ED*IT Basis - Presentatie,16111,3,22,
ED*IT,ED*IT Basis - Onderwerp,16094,2,22,
ED*IT,ED*IT Basis - Lessen,16077,0,22,
ED*IT,ED*IT Basis - Fragment snijden,16051,2,22,
ED*IT,ED*IT Extra - Presentatie,16029,0,22,
ED*IT,ED*IT Extra - Lessen,16013,2,22,
ED*IT,ED*IT Extra - Inloggen,15992,2,22,
ED*IT,ED*IT Extra - Fragmenten snijden,15975,4,22,
ED*IT,ED*IT Extra - Dossiers,15964,2,22,
ED*IT,ED*IT Basis - Zoeken,15945,0,22,
ED*IT,ED*IT Basis - Werkstuk,15929,1,22,
ED*IT,ED*IT Basis - Werkplek,15912,2,22,
ED*IT,ED*IT Basis - Uitgebreid zoeken,15895,2,22,
glas,Het werk van de glasmeesters: vervaardiging van 'Unica',17958,27,10,
glas,Glas tentoonstelling,17906,25,10,
glas,Jubileum glaskunstenaar Andries Copier,17885,28,10,
glas,Vervaardiging van het kristallen drinkservies voor Elisabeth en Philip,17862,15,10,
glas,Modern glaswerk in Stedelijk Museum,17815,18,10,
glas,De oude horn nieuw centrum voor glascultuur,17767,24,10,
glas,De eerste Nederlandse glasschool,17788,27,10,
glas,Glas-Industrie in Leerdam (1918),19315,30,10,
glas,Staalconstructie van Jules Chapon,98116,19,10,
glas,BP187_Glasblazerij,105677,15,10,
live,Make Up Your Mind,19014,11,1,
muziek,Make Up Your Mind,19014,11,2,
muziek,BP331_Man met accordeon zingt,105202,20,2,
rock,Make Up Your Mind,19014,11,1,
guaranteedalifetime,Make Up Your Mind,19014,11,1,
remix,Abstracte werkers,19089,9,25,
remix,Hippies,19113,20,25,
remix,Open Beelden trailer,19137,16,25,
remix,Smetteloos,19819,5,25,
remix,Loving nature,19874,14,25,
remix,Fishy business,19900,10,25,
remix,3 amigos from Hungary,19929,13,25,
remix,Running against time,19957,14,25,
remix,!,19992,13,25,
remix,Flying monsters from the sky,19848,21,25,
remix,Video Vortex,70605,7,25,
remix,Politietraining video remix,72306,14,25,
remix,Back to Nature,72335,11,25,
remix,Car Race Mashup,72371,21,25,
remix,Fashionable Soccer Animals,72396,10,25,
remix,Opvallen op de fiets,72423,10,25,
remix,Tigerblood,72450,9,25,
remix,Snow Works,84635,9,25,
remix,Men vs women,84664,11,25,
remix,Deer Hunter,84724,9,25,
remix,Relief,84761,8,25,
remix,A night out in Amsterdam,84790,13,25,
remix,Animal farm,84824,18,25,
remix,Words connect,84857,16,25,
remix,The race,84942,13,25,
promo,Open Beelden trailer,19137,16,2,
promo,Beelden voor de Toekomst leader 2010,46464,18,2,
reclame,Liefdesintriges (1920),19454,30,4,
reclame,Naar buiten! (1925),19507,23,4,
reclame,Nederland vooruit! (1921),19529,26,4,
reclame,Reclame affiches,649617,1,4,
luchtvaart,Herdenking van de eerste Indiëvlucht van KLM in 1974,17655,34,13,
luchtvaart,Garuda vliegtuig op Schiphol,17580,37,13,
luchtvaart,Luchtlijn Amsterdam-Djakarta verbroken,17468,37,13,
luchtvaart,Met de Fokker VII en de eerste luchtmail naar Marseille (1926),19485,35,13,
luchtvaart,Nederland vooruit! (1921),19529,26,13,
luchtvaart,Schiphol herleeft; officiële opening luchtlijn Amsterdam-Eindhoven-Maastricht,24534,36,13,
luchtvaart,Schiphol belangrijk uitgebreid,43316,36,13,
luchtvaart,De beroemde filmkunstenaar Walt Disney in ons land,52446,21,13,
luchtvaart,Reuzevliegtuig Tupolev,52883,33,13,
luchtvaart,Nederland - Amerika door de lucht: de eerste KLM-vlucht Amsterdam - New York,54918,33,13,
luchtvaart,Eerste Hollandse vliegenierster,85181,25,13,
luchtvaart,De nieuwe Fokker G-1,151086,13,13,
luchtvaart,Vliegen boven het besneeuwde landschap,51113,18,13,
brand,Petroleumbrand in Vlissingen (1917),19542,28,6,
brand,Branden vernielen honderden hectare natuurgebied,2583,32,6,
brand,Petroleumbrand,28526,25,6,
brand,Brand in petroleum- en asfaltfabriek,28518,28,6,
brand,BP159_ Brand blussen; man in bed zakt door vloer,105440,15,6,
brand,Kamperen,652420,1,6,
strangerfestival,Smetteloos,19819,5,7,
strangerfestival,Loving nature,19874,14,7,
strangerfestival,Fishy business,19900,10,7,
strangerfestival,3 amigos from Hungary,19929,13,7,
strangerfestival,Running against time,19957,14,7,
strangerfestival,!,19992,13,7,
strangerfestival,Flying monsters from the sky,19848,21,7,
4 en 5 mei,Dorp gebruikt feestmaal van pork en wittebrood,14918,16,146,
4 en 5 mei,Symbolische herdenking voedseldropping ´45 Den Haag,14748,29,146,
4 en 5 mei,Monument onthulling,20086,19,146,
4 en 5 mei,Franse herdenking,20117,17,146,
4 en 5 mei,Herdenking van de Slag om Arnhem,20145,35,146,
4 en 5 mei,De hoofdstad herdenkt de Februaristaking van 1941,20175,28,146,
4 en 5 mei,Nederland herdenkt zijn doden,20245,23,146,
4 en 5 mei,Onthulling van het Limburgse bevrijdingsmonument,20201,20,146,
4 en 5 mei,Het Nationaal Monument in wording,20279,28,146,
4 en 5 mei,Britse kinderen bezoeken graven van hun gesneuvelde vaders,20306,34,146,
4 en 5 mei,In memoriam John Raedecker,20333,34,146,
4 en 5 mei,Beeldhouwer Mari Andriessen 70 jaar,20369,37,146,
4 en 5 mei,Herdenking 1948: plechtigheid op Fort de Bilt,20392,26,146,
4 en 5 mei,Sfeerbeeld op dodenherdenkingsdag,20424,35,146,
4 en 5 mei,Beeldhouwer Jacob Maris legt de laatste hand aan het Airborne monument,20463,20,146,
4 en 5 mei,De mensen dachten 'het zal hier wel niet gebeuren',21257,19,146,
4 en 5 mei,Ook in het heden kan nog van alles misgaan,21223,11,146,
4 en 5 mei,Eerbetoon aan hen die minder geluk hadden,21200,15,146,
4 en 5 mei,Uit mijn zolderraam zag ik hoe ze de mensen doodschoten,21176,22,146,
4 en 5 mei,Onthulling van Zadkine's monument,21325,33,146,
4 en 5 mei,Beeldhouwer Mari Andriessen 80 jaar,21407,22,146,
4 en 5 mei,Chinezen in Nederland vieren de overwinning,21432,21,146,
4 en 5 mei,Herdenking van de bevrijding van Maastricht,21461,22,146,
4 en 5 mei,Een jaar bevrijd,21484,29,146,
4 en 5 mei,Tweede verjaardag der bevrijding van Eindhoven,21525,26,146,
4 en 5 mei,Corinne Franzen maakt Utrechts verzetsmonument,21551,14,146,
4 en 5 mei,Onthulling verzetsmonument op het Fort de Bilt,21578,15,146,
4 en 5 mei,5 mei 1945 - 5 mei 1950: een terugblik bij het eerste lustrum onzer bevrijding,21623,30,146,
4 en 5 mei,Bouw van miniatuurstad,21648,30,146,
4 en 5 mei,Tentoonstelling van ontwerpen voor een nationaal koopvaardij monument,21675,13,146,
4 en 5 mei,Nationaal monument nadert zijn voltooiing,21701,17,146,
4 en 5 mei,Herdenking Slag om Arnhem,21729,32,146,
4 en 5 mei,Herdenking Februaristaking,21756,16,146,
4 en 5 mei,Minister president Dr. Beel bezoekt Goeree en Overflakkee,24254,14,146,
4 en 5 mei,De zwaar getroffen stad Nijmegen,24277,31,146,
4 en 5 mei,Het inundatiegebied in Nederland weer bewoonbaar,24301,19,146,
4 en 5 mei,Nijmegen herrijst,24318,32,146,
4 en 5 mei,Voorbereiding en training van soldaten voor hun taak in Libanon,24349,27,146,
4 en 5 mei,Evacuatie van Oost-; West- en Midden-Java,24367,30,146,
4 en 5 mei,Inundatie van de Wieringermeer,24435,27,146,
4 en 5 mei,Plechtige begrafenis van 14 ondergrondse strijders,24459,19,146,
4 en 5 mei,Plechtige herdenking van de Brabantse gesneuvelden,24484,10,146,
4 en 5 mei,Plechtige begrafenis van 17 illegale strijders,24507,31,146,
4 en 5 mei,Schiphol herleeft; officiële opening luchtlijn Amsterdam-Eindhoven-Maastricht,24534,36,146,
4 en 5 mei,Kranslegging op de Waalbrug bij de gedenksteen,24562,25,146,
4 en 5 mei,Walcheren,24586,27,146,
4 en 5 mei,Scheveningen zoals de Duitsers het achterlieten,24609,36,146,
4 en 5 mei,De verzetstentoonstelling 'Weerbare democratie',24651,27,146,
4 en 5 mei,Illegale werkers herdacht,24634,30,146,
4 en 5 mei,Herdenking van de tien gefusilleerde gijzelaars in Haarlem,24700,17,146,
4 en 5 mei,Hoe Den Helder er uit ziet,24683,27,146,
4 en 5 mei,London Calling medewerkers van de BBC voor onze microfoon,24735,28,146,
4 en 5 mei,Russische soldaten op Vredehof te Amersfoort begraven,24761,18,146,
4 en 5 mei,Walcheren heroverd,24857,22,146,
4 en 5 mei,Het Nederlands oorlogsmuseum in Overloon geopend,24874,31,146,
4 en 5 mei,Pilotenhelpers onderscheiden,24891,20,146,
4 en 5 mei,Belgische- en Nederlandse ex-politieke gevangenen bijeen,24908,12,146,
4 en 5 mei,Dag van het oorlogsgraf: herdenking in Amsterdam en Mierlo,24960,21,146,
4 en 5 mei,Jaarlijks congres van ex-politieke gevangenen; tentoonstelling 'Nederland in oorlogstijd',24977,10,146,
4 en 5 mei,Inwijding van 'Dodencel 601',24995,31,146,
4 en 5 mei,De mariniers terug,25012,34,146,
4 en 5 mei,Monument voor Coba Pulskens in Tilburg onthuld,25061,24,146,
4 en 5 mei,Nieuws uit Oost en West: teraardebestelling van Boy Ecury,25105,24,146,
4 en 5 mei,Gelderlands verzet in beeld,25172,19,146,
4 en 5 mei,Joodse weeskinderen arriveren in ons land,25199,25,146,
4 en 5 mei,Herdenking van Eindhovens bevrijding,25224,21,146,
4 en 5 mei,Onthulling van het Zeeliedenmonument,25274,9,146,
4 en 5 mei,As van in Japan gestorven krijgsgevangenen met militaire eer bijgezet,25299,10,146,
4 en 5 mei,Opening van het Russische erekerkhof,25326,15,146,
4 en 5 mei,Het proces tegen de zeven beulen,25357,34,146,
4 en 5 mei,Amerikaanse piloot dankt helpers in Den Haag,25390,20,146,
4 en 5 mei,Vriendschapstrein arriveert in ons land,25421,31,146,
4 en 5 mei,Onthulling Joods Dankbaarheidsmonument,25446,31,146,
4 en 5 mei,Heropening van de verkeersbrug,25472,25,146,
4 en 5 mei,Pierre de Gaulle; burgemeester van Parijs; bezoekt Den Haag,25496,29,146,
4 en 5 mei,Opening van het Belgisch erekerkhof in Willemstad aan het Hollands Diep,25523,19,146,
4 en 5 mei,Opheffing van het KNIL-centrum,25589,31,146,
4 en 5 mei,HM's torpedobootjager 'Evertsen' terug,25615,33,146,
4 en 5 mei,Onthulling bevrijdingsmonument,25640,14,146,
4 en 5 mei,Onthulling van een monument voor de Britse en Franse bevrijders van Walcheren,25667,28,146,
4 en 5 mei,Soldaat Biever terug uit Koreaanse krijgsgevangenschap,25692,23,146,
4 en 5 mei,Onthulling van gedenkplaten op de erebegraafplaats,25719,35,146,
4 en 5 mei,Invasieherdenking in Amsterdam,25745,17,146,
4 en 5 mei,President Ben Zwi van Israël in ons land,25770,15,146,
4 en 5 mei,Het vertrek van de "Van Galen" naar Korea,26015,30,146,
4 en 5 mei,Plechtige inwijding van Titus Brandsma Kapel in Nijmegen,26039,23,146,
4 en 5 mei,Doden uit de oorlog herdacht,26062,13,146,
4 en 5 mei,Ossip Zadkine in Arnhem,26088,27,146,
4 en 5 mei,Oorlogsmuseum,26113,28,146,
4 en 5 mei,Herdenking parachutistenlanding op Ginkelse Heide,26138,29,146,
4 en 5 mei,Nationale herdenkingsdag 1949: stille tocht naar de Waalsdorpervlakte,26688,11,146,
4 en 5 mei,Nederland eert de doden van de Tweede Wereldoorlog,26711,9,146,
4 en 5 mei,Professor Gerbrandy overleden,26735,17,146,
4 en 5 mei,Evacuatie uit Malden,26760,23,146,
4 en 5 mei,Stoottroepen in het land van Maas en Waal,26785,36,146,
4 en 5 mei,Bij onze bevrijde landgenoten in Bangkok,26852,22,146,
4 en 5 mei,Dodenherdenkingsdag in Amsterdam,26917,30,146,
4 en 5 mei,Nederland herdenkt zijn doden: onthulling verzetsmonument,26878,11,146,
4 en 5 mei,Twee jaar geleden: herdenking op de Waalsdorpervlakte,26958,13,146,
4 en 5 mei,Opening van Frans kerkhof,28350,23,146,
4 en 5 mei,Irenebrigade op de Dam (1945),32822,32,146,
4 en 5 mei,Groningen mei 1945 (2),32807,24,146,
4 en 5 mei,Groningen mei 1945,32784,32,146,
4 en 5 mei,Bevrijding van Nijmegen - intocht (1944),32759,37,146,
4 en 5 mei,Bevrijding van Nijmegen (1944),32730,37,146,
4 en 5 mei,Bevrijding Rotterdam (1945),32706,38,146,
4 en 5 mei,De terugkeer van de koningin - Middelburg en Walcheren (1945),32671,28,146,
4 en 5 mei,De terugkeer van de koningin - Maastricht (1945),32640,27,146,
4 en 5 mei,De terugkeer van de koningin - Heerlen (1945),32618,22,146,
4 en 5 mei,De terugkeer van de koningin - Eindhoven (1945),32596,21,146,
4 en 5 mei,De terugkeer van de koningin - Eede (1945),32559,25,146,
4 en 5 mei,De terugkeer van de koningin - Den Haag (1945),32534,24,146,
4 en 5 mei,Bevrijdingsherdenking in Veghel (1959),32507,16,146,
4 en 5 mei,Herdenking op Jonkerbosch (1959),32462,26,146,
4 en 5 mei,Herdenking Eindhoven (1959),32447,10,146,
4 en 5 mei,Dodenherdenking op de Dam (1958),32398,23,146,
4 en 5 mei,Die dertien maanden verdwijnen nooit meer uit je gedachten,20917,11,146,
4 en 5 mei,Ze zouden een krankzinnigengesticht toch niet naar Polen verplaatsen?,20636,16,146,
4 en 5 mei,De Prinses Irene Brigade heeft Tilburg bevrijd,21153,18,146,
4 en 5 mei,De bom boorde zich dwars door mijn bed,21129,26,146,
4 en 5 mei,Ik mis mijn vader al heb ik hem nooit gekend,21106,31,146,
4 en 5 mei,Je weet pas wat vrijheid is; als het je ontnomen is geweest,21069,17,146,
4 en 5 mei,Ik leef nog; omdat de leider me te jong vond,21046,7,146,
4 en 5 mei,Door niemand begrepen en niemand betreurd?,20969,13,146,
4 en 5 mei,We waren eigenlijk van het begin af aan kansloos,20871,20,146,
4 en 5 mei,Daar gaat Pijnappel,20847,22,146,
4 en 5 mei,Ik ben enorm trots op George Maduro,20791,11,146,
4 en 5 mei,Door de ogen van mijn zoon zag ik het Indisch Monument,20777,4,146,
4 en 5 mei,Erkenning en herkenning zijn heel belangrijk,20680,17,146,
4 en 5 mei,Nu zijn jongeren aan de beurt om veldslagen te beramen,20565,25,146,
4 en 5 mei,Leven in de geest van de onverzettelijken,20540,11,146,
4 en 5 mei,Een politiek gevoelige snaar,21092,17,146,
4 en 5 mei,Aan het monument kleeft het verhaal van mijn vader,21023,24,146,
4 en 5 mei,Als tekenaar was ik ongewild getuige van afschuwelijke folteringen,20998,28,146,
4 en 5 mei,Ik had het gevoel dat het niet klopte,20940,12,146,
