Video1, Video2, Simulated_Score
631648,173432,28.936409
631648,151573,15.128986
631648,1251,11.086485
631648,631469,10.666119
631648,28984,10.299472
631648,631671,19.92802
631648,28984,17.734152
631648,61831,12.06944
631648,1293,10.588868
631648,624109,10.143759
