Video1, Video2, Simulated_Score
155988,2235,22.72586
155988,28984,14.933895
155988,151573,11.500483
155988,626138,10.317549
155988,173432,8.7390995
155988,626138,10.317549
155988,616659,9.4405575
155988,62169,9.314343
155988,151573,9.106632
155988,631469,8.053728
